0H 0L 1H 1L 2H 2L 3H 3L 4H 4L

1.133817 1.048214 1.006479 0.927505 0.947394 1.056202 0.960638 0.994072 1.129742 1.037563

0.877104 1.109456 1.022779 1.049101 1.069639 1.004723 1.042134 0.989634 0.881179 1.106793

1.107331 0.997622 1.061489 0.890227 0.993236 0.838748 1.076770 0.909754 1.082882 1.014486

0.983049 0.751767 1.038059 1.031350 0.982030 0.902653 1.052321 1.030462 1.015648 0.757980

0.938226 1.032237 1.077789 0.828098 1.217351 1.018036 1.059452 0.872476 0.937207 1.106793

0.835337 0.985197 0.943320 1.109456 0.966750 0.876914 0.951469 1.029575 0.801720 0.848512

1.033984 1.032237 1.052321 0.872476 0.987124 1.019812 1.033984 0.975433 1.084920 1.113006

0.855711 1.154721 0.978974 1.217738 0.928039 0.982534 0.986105 1.103243 0.802739 1.218626

1.088994 1.109456 0.964712 0.918629 1.006479 1.073953 0.967769 1.033125 1.159285 1.017149

1.145023 1.066853 0.932114 0.900878 0.733467 0.821885 0.929058 0.829873 1.083901 1.044663

0.940264 1.014486 0.791533 1.022474 1.170491 1.085491 0.775234 0.960345 0.962675 1.097030

0.999348 0.905316 0.884235 0.850287 0.964712 0.919517 0.883216 0.920404 0.997311 0.924842

0.910721 1.028687 1.096125 0.986972 0.996292 0.884014 1.083901 0.950582 0.917852 0.976321

1.054358 0.963007 0.863861 0.984309 1.063527 1.005611 0.887291 0.989634 1.072695 0.909754

1.101219 1.114781 1.250968 1.003835 1.123630 1.016261 1.222445 1.027800 1.097144 1.260342

0.894422 0.599994 0.830244 0.961232 0.995274 0.860938 0.890347 0.944369 0.831262 0.484610

1.092050 1.109456 1.099181 0.891115 1.084920 1.165372 1.052321 0.865375 1.193921 1.173360

1.020741 1.119219 0.968787 1.088154 1.051302 0.939043 0.969806 1.085491 0.934151 1.047326

1.080845 1.060640 0.907665 0.994960 0.888310 1.079278 0.926002 1.061527 1.117518 1.113006

0.940264 0.798808 0.912759 1.163597 1.035003 1.065965 0.899515 1.108568 0.901553 0.765081

1.030928 0.919517 1.111406 0.930168 0.944338 0.981646 1.118537 0.947031 1.092050 0.974546

1.107331 1.094367 0.916833 1.018036 1.154191 0.892002 0.928039 1.015374 1.083901 1.044663

1.017685 0.900878 1.086957 1.014486 0.989161 0.849399 1.057415 1.035788 0.972862 0.875139

0.750785 0.927505 0.838393 0.955907 0.796626 1.077503 0.866917 0.952357 0.769121 0.980759

1.068620 0.977208 1.060471 0.907978 0.950451 1.052651 1.028891 0.868926 1.124649 0.987859

1.073714 1.111231 0.916833 0.642597 1.116499 0.834311 0.954525 0.686975 0.979993 1.049989

1.013610 1.143183 1.092050 1.131645 1.000367 1.009161 1.064545 1.057089 1.053340 1.197324

1.090013 1.077503 0.909702 1.065965 1.030928 1.105018 0.943320 1.149396 1.065564 1.041113

1.005461 0.946144 1.101219 1.018036 1.002404 0.943481 1.059452 0.996735 1.041115 0.913304

0.897478 1.073953 1.027872 1.043776 0.741616 0.887564 1.070658 1.044663 0.893403 1.130757

1.114462 0.947031 0.993236 0.765081 0.891366 0.792595 0.972862 0.814784 1.160304 0.909754

1.002404 0.818334 0.755878 1.318033 1.211239 0.838748 0.748747 1.216851 0.930077 0.823660

0.910721 1.135195 1.102237 0.876026 1.036022 1.123657 1.068620 1.017149 0.947394 1.189336

0.841449 0.921292 0.815982 1.081941 0.966750 1.120106 0.885254 0.963007 0.849599 0.893777

1.136873 0.862713 1.461840 1.063302 0.977956 1.073953 1.400718 1.089929 1.126686 0.859162

1.310053 0.850287 0.516483 1.065965 0.849599 0.908866 0.572512 1.076616 1.308016 0.866263

0.852655 1.052651 1.344689 1.016261 1.080845 0.950582 1.276436 1.026025 0.803757 1.036675

0.972862 0.806796 0.511389 0.884014 1.061489 0.740229 0.552137 0.865375 1.018704 0.871588

0.964712 1.101468 1.273380 1.246141 1.179659 1.107680 1.232632 1.201762 0.967769 1.041113

1.006479 0.980759 0.942301 0.904428 0.702906 0.866263 1.019722 1.028687 1.038059 0.923955

1.191883 1.122769 1.152154 1.042001 1.254024 0.952357 1.119555 0.954132 1.130761 1.214188

1.114462 1.133420 1.032966 0.976321 0.916833 1.042001 1.045190 0.969220 1.136873 1.082829

0.930077 0.772181 0.998330 1.021587 0.947394 0.822772 0.987124 1.028687 0.883216 0.720702

0.853674 1.097917 0.932114 0.881352 0.974899 0.852949 0.934151 0.910641 0.935170 1.144071

1.106312 0.886677 1.051302 1.020699 1.079826 1.064190 1.041115 0.961232 1.100200 0.908866

1.116499 0.903541 0.852655 1.053539 0.926002 1.029575 0.889328 1.089929 1.112425 0.908866

0.870992 0.942593 1.077789 0.939043 0.907665 1.040226 1.042134 0.947031 0.815982 0.931055

1.071676 0.885789 1.099181 1.015374 1.050284 0.981646 1.127705 0.998510 1.155210 0.812121

0.990180 1.136083 0.824131 1.075728 1.204108 0.734903 0.832281 1.065077 0.905628 1.273655

1.011573 0.960345 1.090013 0.988747 1.062508 1.112118 1.061489 1.029575 1.066583 0.888452

0.930077 1.028687 1.085938 1.088154 0.834318 0.952357 1.102237 1.040226 0.838393 1.018036

0.836356 1.002060 1.064545 0.794370 0.942301 0.807684 1.050284 0.884902 0.900534 0.952357

1.056396 1.125432 1.013610 1.057089 1.094088 1.167147 1.037040 0.958570 1.080845 1.279868

1.124649 0.679874 0.793570 0.878689 1.111406 0.883127 0.789495 0.908866 1.110387 0.523663

1.015648 1.034013 1.026853 1.042001 1.044171 1.097030 0.986105 1.024249 0.965731 1.162709

0.885254 1.086379 0.964712 0.983421 1.192902 0.939931 0.995274 1.034013 0.943320 0.958570

1.279492 0.845849 0.947394 0.944369 0.714111 0.734903 0.943320 0.913304 1.281529 0.895553

0.901553 1.089929 1.038059 0.828985 1.154191 1.004723 1.029910 0.788157 0.850618 1.146733

1.099181 1.058864 1.037040 1.150284 0.803757 1.109456 1.049265 1.130757 1.153173 0.989634

0.861823 0.931943 0.895441 0.934605 1.170491 0.906203 0.899515 1.034013 0.824131 0.907091

1.073714 1.099692 1.335521 1.028687 0.911740 0.902653 1.315147 0.967445 1.106312 1.191999

1.046209 1.073065 0.813944 1.011824 1.047227 0.940818 0.863861 1.024249 1.049265 0.978984

0.904609 1.040226 1.245875 0.905316 0.944338 0.966558 1.177622 0.920404 0.873029 1.049989

0.913777 0.607982 0.534819 0.916854 0.932114 1.097917 0.587792 0.900878 0.935170 0.614195

1.211239 1.094367 1.266249 1.115669 1.124649 0.920404 1.207164 1.097917 1.225501 1.209750

0.959619 1.063302 1.073714 1.097917 1.031947 0.678987 1.110387 1.135195 0.907665 0.922179

0.949432 1.089929 0.850618 0.943481 1.102237 1.149396 0.860805 0.978984 1.000367 1.168922

1.085938 0.890227 1.155210 1.044663 0.728373 1.125432 1.116499 0.983421 1.096125 0.869813

0.863861 1.067740 0.941282 0.810346 1.438410 1.067740 1.002404 0.863600 0.803757 1.093479

1.068620 1.013599 0.655027 1.155609 0.889328 0.820997 0.625484 1.057977 1.130761 0.952357

1.063527 0.939043 1.087976 0.901766 0.887291 1.040226 1.027872 0.986084 1.092050 1.018924

0.995274 0.946144 1.182715 0.934605 1.022779 0.892002 1.225501 0.892890 0.933133 0.943481

1.090013 0.984309 1.202070 0.957682 1.241800 1.017149 1.203089 0.960345 1.112425 0.939931

0.820057 1.057089 0.860805 1.179573 0.701887 0.930168 0.867936 1.144958 0.751803 1.067740

1.103256 0.916854 0.876085 0.879576 1.135855 1.075728 0.844505 0.970108 1.226519 0.947031

0.933133 0.993185 0.908684 1.255904 0.846543 1.080166 0.919889 1.153834 0.815982 1.030462

0.906646 1.049101 0.996292 0.984309 1.090013 0.946144 1.003423 1.094367 0.977956 0.966558

0.999348 1.156497 0.926002 0.784607 1.129742 0.892890 0.937207 0.755317 1.020741 1.169810

1.208183 0.793483 1.082882 1.013599 1.165397 1.110343 1.058433 0.930168 1.171509 0.817447

0.927020 0.670111 1.100200 0.932830 0.641783 1.124544 1.124649 0.969220 0.885254 0.669224

0.990180 1.084604 0.812926 1.054427 1.195958 0.928392 0.854692 1.076616 1.049265 1.141408

1.102237 1.353536 1.026853 0.977208 0.905628 1.054427 0.950451 1.002948 1.086957 1.230164

0.995274 1.049989 1.109368 1.052651 1.101219 0.719815 1.139930 1.020699 0.986105 1.111231

0.810888 0.654135 1.011573 0.969220 1.203089 1.129870 1.029910 0.973658 0.811907 0.611532

1.085938 0.986972 0.751803 1.085491 0.627522 0.926617 0.746710 1.086379 1.122612 1.057977

0.839412 1.123657 1.213276 0.943481 1.181696 1.021587 1.178640 1.006498 0.790514 1.034013

1.110387 0.882239 1.042134 1.111231 0.957582 0.845849 1.084920 1.021587 1.135855 0.931943

0.881179 1.029575 1.145023 0.805909 1.150117 0.785495 1.121593 0.860938 0.838393 1.081054

1.164378 1.065965 0.898497 1.245253 1.084920 1.124544 0.932114 1.181348 1.223463 0.985197

1.004442 0.915967 0.732448 0.826323 0.820057 0.955907 0.709018 0.970108 0.933133 0.892002

1.038059 0.994072 1.100200 1.059752 0.960638 1.032237 1.060471 0.915079 1.074732 1.053539

1.142986 0.938156 0.953507 0.883127 1.038059 0.866263 1.012592 0.921292 1.181696 0.920404

0.890347 0.864488 1.169472 1.097030 0.945357 1.068628 1.141967 1.115669 0.798664 0.877801

0.836356 0.963007 0.916833 1.032237 0.879141 1.040226 0.922946 1.045551 0.936189 0.970108

1.104275 1.148508 1.265230 1.109456 1.070658 0.924842 1.235688 1.074841 1.043153 1.152059

0.960638 0.757092 0.836356 0.781057 1.108350 0.852062 0.877104 0.803246 0.972862 0.647035

1.116499 1.107680 1.112425 1.172473 1.122612 1.030462 1.091032 1.113893 1.113443 1.269217

0.966750 1.015374 1.046209 0.961232 0.654008 0.960345 1.049265 1.034013 0.972862 0.937268

1.135855 1.035788 0.821075 1.042001 0.973881 1.171585 0.851636 0.983421 1.108350 1.086379

0.839412 0.823660 1.066583 0.935493 1.079826 0.868926 1.022779 0.942593 0.888310 0.690525

1.061489 1.005611 1.137892 0.956795 0.960638 1.015374 1.175584 0.987859 1.051302 1.160934

0.916833 1.192887 0.884235 0.976321 0.926002 0.773069 0.889328 0.978096 0.879141 1.114781

0.945357 1.225727 0.969806 1.168922 1.219388 1.063302 0.954525 1.120994 0.977956 1.158272

1.183734 0.804133 0.786439 0.824547 0.815982 0.837861 0.777271 0.891115 1.183734 0.781944

0.991199 0.786382 1.278473 1.036675 1.129742 0.980759 1.269305 0.988747 0.930077 0.938156

0.926002 0.979871 0.798664 0.828985 0.918871 0.960345 0.876085 0.851174 0.987124 0.979871

1.050284 1.266555 1.125668 0.995847 0.943320 0.932830 1.046209 0.945256 1.026853 1.189336

0.914796 0.986084 0.829225 1.247028 1.054358 1.153834 0.854692 1.245253 0.884235 0.911529

0.968787 0.777506 1.281529 0.874251 1.096125 0.855612 1.267267 1.023362 1.072695 0.886677

1.113443 0.867150 0.900534 0.797033 1.352839 1.042888 0.953507 0.697626 1.053340 0.907091

1.032966 1.149396 1.261155 1.024249 0.546025 1.158272 1.173547 0.978096 1.008517 1.115669

0.951469 0.970996 0.531763 1.087266 1.090013 0.820110 0.607147 1.153834 0.992217 0.817447

1.121593 0.976321 1.447578 1.097030 1.040097 0.911529 1.381362 1.105905 1.142986 1.170698

0.846543 1.111231 0.561306 1.103243 1.054358 1.026025 0.681513 1.044663 0.753841 1.089042

1.088994 1.175135 1.389512 0.629283 0.767084 1.287856 1.271342 0.765081 1.181696 1.081054

1.016666 1.070403 0.963694 1.098805 1.195958 0.879576 1.009535 0.930168 0.928039 1.124544

1.048246 1.023362 0.770140 0.924842 0.821075 0.882239 0.795608 0.995847 1.116499 1.054427

1.187809 0.747329 1.066583 1.027800 1.207164 0.870701 1.018704 1.027800 1.149098 0.663011

0.672344 0.949694 1.328390 0.945256 0.989161 1.118331 1.331446 0.973658 0.645858 1.005611

0.924983 0.875139 0.636690 0.869813 0.838393 1.211526 0.719205 0.858275 0.940264 0.828098

0.878123 1.042888 1.201052 1.008273 1.157247 1.022474 1.097144 0.963895 0.929058 1.130757

1.069639 1.026912 0.845524 1.238152 0.992217 0.962120 0.894422 1.223951 1.023797 0.969220

1.234669 1.127207 1.139930 0.702951 1.102237 1.101468 1.105294 0.863600 1.289679 1.131645

0.683550 1.001173 0.971843 1.138745 0.802739 0.820110 0.996292 0.970996 0.575568 0.969220

0.973881 0.992297 1.133817 1.082829 1.112425 0.988747 1.078807 1.129870 1.129742 0.995847

1.145023 1.050876 0.457398 0.762418 0.919889 0.945256 0.524632 0.800583 1.109368 1.109456

0.984068 1.022474 1.328390 1.093479 1.202070 0.852949 1.244856 0.985197 0.892384 0.971883

0.931095 0.822772 1.051302 1.105018 0.543988 1.096142 1.115481 1.144958 1.016666 0.868926

1.040097 1.061527 0.729392 1.141408 1.041115 0.915079 0.730411 1.165372 1.030928 1.079278

1.010554 1.168035 1.044171 0.924842 1.096125 1.069515 0.987124 0.938156 0.984068 1.165372

0.936189 1.021587 1.041115 1.008273 1.188827 1.126319 1.093069 0.950582 0.937207 1.002948

1.110387 0.961232 1.111406 0.731353 0.888310 0.946144 1.102237 0.803246 1.162341 0.967445

1.027872 1.141408 0.853674 0.918629 0.933133 0.814784 0.879141 0.839636 0.932114 1.140520

0.905628 0.907978 1.040097 0.923955 1.067602 1.082829 0.983049 0.946144 0.972862 0.891115

0.999348 1.091704 1.041115 1.136083 0.896459 0.855612 1.079826 1.120106 0.986105 1.176023

0.963694 0.678099 1.010554 0.934605 0.799682 1.079278 1.021760 0.989634 0.959619 0.555615

1.031947 1.252353 0.952488 0.920404 1.178640 0.960345 0.944338 0.923067 1.002404 1.310045

1.116499 1.049101 1.055377 1.080166 0.930077 1.082829 1.032966 1.034900 1.167435 1.047326

1.077789 0.920404 1.109368 0.991410 1.081863 0.979871 1.131780 1.051764 1.039078 0.953244

0.715130 0.794370 1.022779 0.836973 0.893403 0.934605 1.036022 0.819222 0.727354 0.733128

1.140948 1.147621 0.764028 1.139633 1.067602 1.069515 0.786439 1.074841 1.140948 1.184899

1.182715 1.009161 1.096125 1.115669 0.734485 1.022474 1.024816 1.181348 1.192902 0.984309

1.045190 1.042888 1.110387 1.084604 1.189846 0.931055 1.139930 1.073953 0.995274 1.089929

0.803757 1.029575 1.129742 0.983421 1.107331 0.908866 1.128724 0.987859 0.814963 0.937268

1.097144 1.118331 0.950451 0.891115 0.807832 1.149396 0.982030 0.935493 1.146042 1.104130

0.953507 0.872476 1.107331 0.907978 1.244856 1.039338 1.068620 0.856500 0.902572 0.956795

1.068620 1.159159 0.885254 1.117444 0.919889 1.043776 0.916833 1.094367 1.094088 1.176910

0.806813 0.740229 0.810888 0.809459 0.834318 0.647035 0.782364 0.877801 0.787458 0.623070

1.169472 1.219514 0.914796 1.127207 1.027872 1.248803 0.906646 1.044663 1.203089 1.306495

0.969806 0.926617 1.173547 0.738454 1.240781 0.939043 1.184752 0.836973 0.902572 0.886677

0.861823 1.103243 1.088994 1.168922 1.041115 0.955019 1.125668 1.081054 0.912759 1.178686

0.840431 1.018924 1.205127 0.816559 0.862842 1.038450 1.140948 0.888452 0.817000 0.930168

0.984068 0.964783 0.693737 0.941706 1.031947 1.107680 0.793570 0.919517 1.017685 0.953244

1.024816 0.936381 1.036022 1.062415 0.957582 0.797920 0.951469 1.025137 0.993236 1.017149

1.248931 1.122769 1.095107 1.194662 1.137892 1.110343 1.103256 1.214188 1.328390 1.112118

0.998330 0.983421 1.077789 0.994960 1.036022 0.749104 1.081863 1.035788 0.887291 0.896440

0.972862 1.065965 1.005461 0.832535 0.888310 1.057977 1.004442 0.806796 1.043153 1.144071

1.025835 0.868926 0.811907 1.234602 1.236706 1.050876 0.805795 1.181348 0.991199 0.849399

0.780327 1.073953 1.110387 0.876026 0.834318 1.013599 1.110387 1.023362 0.786439 1.116556

0.956563 0.865375 0.906646 0.939043 0.973881 1.238152 0.939245 0.789932 0.983049 0.836973

1.119555 1.073065 1.046209 1.039338 1.176603 0.800583 1.002404 1.043776 1.154191 1.110343

1.096125 0.915967 0.927020 0.811234 0.898497 0.986084 0.927020 0.888452 1.003423 0.843186

0.929058 0.945256 1.088994 1.068628 1.136873 0.965670 1.070658 1.002060 0.997311 0.976321

0.774215 1.021587 1.161322 0.925730 1.186790 0.937268 1.197996 0.941706 0.743654 1.081941

1.036022 1.004723 0.656045 1.020699 0.782364 0.972771 0.698831 1.001173 1.057415 0.876914

1.057415 1.064190 1.014629 1.007386 0.986105 1.014486 0.943320 1.018924 1.038059 1.121881

1.162341 1.092592 1.025835 1.052651 0.884235 0.936381 1.029910 1.059752 1.163360 1.085491

0.791533 0.771294 1.268286 0.763305 0.972862 0.970996 1.288660 0.771294 0.778290 0.792595

1.164378 1.125432 0.658083 1.229277 1.047227 0.945256 0.733467 1.174248 1.242819 1.176023

1.013610 1.097917 1.253006 0.909754 0.884235 0.913304 1.149098 1.005611 0.950451 0.963895

0.911740 1.092592 0.822094 0.964783 1.040097 1.070403 0.900534 0.939043 0.867936 1.174248

0.776252 0.694075 0.992217 1.195549 1.094088 0.821885 0.952488 1.137858 0.850618 0.727803

1.227538 0.982534 0.822094 0.807684 0.865898 1.086379 0.843487 0.909754 1.210220 1.024249

0.967769 1.233715 1.036022 0.950582 0.984068 1.054427 0.997311 0.853837 0.904609 1.090817

1.142986 1.042888 1.285604 1.088154 0.960638 1.148508 1.295791 1.103243 1.216332 1.087266

1.019722 0.957682 0.997311 1.037563 1.064545 0.769518 1.048246 1.093479 1.014629 1.021587

0.983049 1.082829 1.051302 0.994960 0.935170 1.029575 1.012592 0.984309 0.911740 1.010936

0.866917 0.828985 1.093069 0.750880 1.012592 1.028687 1.077789 0.733128 0.953507 0.787270

1.008517 1.067740 1.045190 1.134307 1.023797 1.274543 1.053340 1.080166 0.971843 1.190224

0.893403 0.933718 0.977956 1.091704 0.842468 0.764193 0.982030 1.176023 0.896459 0.853837

1.103256 0.993185 0.851636 1.077503 0.937207 0.925730 0.867936 1.060640 1.099181 1.026025

1.098163 1.106793 1.078807 0.544077 1.239762 1.008273 1.060471 0.595556 1.091032 1.074841

1.032966 1.064190 1.061489 1.154721 0.927020 1.106793 1.077789 1.006498 0.978974 1.092592

0.733467 0.899103 0.796626 0.703839 1.023797 1.028687 0.805795 0.838748 0.784402 0.864488

1.065564 0.991410 1.193921 1.197324 1.126686 0.972771 1.151135 1.116556 1.108350 1.035788

0.924983 1.102355 0.624465 0.999398 1.046209 1.024249 0.696793 1.041113 0.857749 1.097917

1.180678 1.076616 1.271342 1.122769 1.070658 0.946144 1.191883 1.114781 1.258099 1.044663

0.929058 0.799696 1.014629 1.090817 0.842468 1.001173 1.039078 1.103243 0.880160 0.774844

1.057415 0.947919 1.069639 1.073953 0.976937 0.887564 1.062508 1.064190 1.084920 1.042888

1.088994 1.151171 0.880160 0.913304 1.042134 0.732241 0.884235 0.930168 1.058433 1.139633

0.993236 1.109456 1.017685 1.131645 1.133817 1.148508 1.001386 1.041113 1.006479 1.041113

0.877104 0.939931 0.950451 0.686087 0.728373 0.883127 0.960638 0.843186 0.887291 0.921292

0.859786 1.059752 1.112425 1.309158 1.042134 1.283418 1.106312 1.144071 0.896459 1.127207

1.206145 0.978984 1.008517 0.833423 0.938226 0.868038 1.030928 0.991410 1.205127 0.984309

0.920908 1.187561 0.931095 0.973658 1.119555 1.024249 0.943320 0.859162 0.855711 1.173360

1.040097 0.855612 0.973881 0.856500 0.977956 1.166260 0.947394 0.886677 1.061489 0.801471

0.884235 0.987859 1.047227 1.060640 1.081863 0.947031 1.059452 1.043776 0.920908 1.140520

1.007498 1.204425 0.813944 1.124544 0.769121 1.015374 0.811907 1.147621 0.955544 1.105905

1.065564 0.787270 1.240781 1.247916 0.997311 1.020699 1.202070 1.253241 1.083901 0.701176

1.075751 1.024249 1.084920 0.634609 0.985087 1.082829 1.128724 0.731353 1.062508 1.136970

0.916833 0.931055 1.035003 1.234602 1.245875 0.931055 1.011573 1.049101 0.909702 0.982534

0.783383 1.131645 0.771159 1.031350 0.769121 1.046439 0.792552 1.126319 0.812926 1.080166

1.126686 1.065077 1.076770 1.101468 1.050284 1.152059 1.042134 1.063302 1.145023 0.992297

1.054358 1.091704 0.916833 0.609757 1.017685 0.981646 0.967769 0.701176 1.025835 1.144958

1.032966 0.883127 1.196977 1.321584 1.115481 1.163597 1.155210 1.160934 1.033984 0.885789

1.001386 1.065965 1.037040 1.022474 1.015648 0.600881 1.075751 1.165372 1.008517 1.087266

1.062508 1.057977 1.125668 0.970996 1.011573 1.035788 1.106312 0.907091 1.070658 0.953244

0.790514 0.953244 0.917852 0.803246 1.190865 1.108568 0.935170 0.817447 0.774215 1.046439

1.186790 1.049989 0.813944 1.057089 0.968787 0.879576 0.794589 1.024249 1.209201 1.038450

1.058433 1.065965 0.912759 1.105018 0.797645 0.994960 0.906646 1.160934 1.036022 1.052651

0.757916 0.979871 1.127705 0.926617 1.115481 0.860050 1.125668 0.932830 0.716149 0.908866

0.959619 0.982534 0.827187 1.027800 1.038059 1.155609 0.870992 0.973658 1.042134 1.055314

1.142986 0.932830 0.949432 0.905316 0.956563 1.169810 0.913777 0.966558 1.073714 0.894665

0.822094 1.133420 1.221426 1.104130 1.043153 0.850287 1.211239 1.057977 0.806813 1.176910

1.011573 1.038450 1.110387 1.010048 0.742635 1.068628 1.178640 1.045551 1.070658 0.948806

0.988143 0.655910 0.884235 0.962120 1.188827 1.078391 0.857749 0.955907 0.977956 0.687862

1.342652 1.079278 0.912759 1.009161 0.938226 0.828098 0.894422 0.991410 1.331446 1.201762

0.780327 1.061527 1.107331 1.011824 0.818019 1.076616 1.106312 1.021587 0.732448 0.963007

1.162341 0.914191 1.071676 0.955907 1.041115 1.005611 1.097144 0.940818 1.239762 0.890227

1.085938 0.916854 0.836356 0.765081 0.757916 1.115669 0.838393 0.820110 1.046209 0.948806

0.730411 0.984309 1.026853 1.052651 1.194940 0.885789 0.993236 0.969220 0.658083 0.983421

1.012592 1.036675 1.070658 1.159159 1.176603 1.041113 1.063527 1.204425 1.165397 1.087266

1.016666 1.027800 1.164378 0.763305 1.033984 0.917742 1.176603 0.875139 0.943320 0.994960

0.985087 0.906203 0.745691 1.063302 0.907665 0.978984 0.769121 0.907978 0.989161 0.918629

1.056396 1.244365 1.129742 1.003835 1.145023 0.945256 1.070658 1.005611 1.036022 1.196437

0.997311 1.036675 0.949432 1.156497 0.864879 1.252353 0.983049 1.166260 1.020741 1.046439

0.909702 0.948806 1.206145 1.128982 1.112425 0.907978 1.165397 1.152946 0.906646 0.945256

0.923964 1.036675 0.746710 0.805021 0.756897 1.081054 0.818019 0.850287 0.950451 1.069515

1.021760 1.072178 1.060471 1.111231 1.097144 0.865375 1.012592 1.018036 1.048246 1.026912

0.917852 0.901766 1.110387 1.008273 1.115481 1.051764 1.125668 1.071290 0.826169 0.955907

1.030928 0.959457 1.066583 1.000285 0.847562 0.938156 1.094088 0.996735 1.137892 0.964783

0.843487 0.846737 0.839412 0.960345 1.213276 1.004723 0.809869 0.918629 0.768103 0.780169

1.055377 1.174248 1.116499 0.966558 0.972862 0.883127 1.088994 0.970108 1.091032 1.208863

1.079826 1.026912 1.365063 0.915079 1.167435 1.034900 1.369138 0.955907 1.014629 1.074841

0.869973 1.026912 0.613260 1.049101 0.835337 1.098805 0.728373 1.002948 0.903590 0.989634

0.981012 0.995847 1.097144 0.884902 0.827187 0.848512 0.952488 0.926617 1.000367 0.988747

0.966750 1.100580 0.977956 1.085491 1.087976 1.112118 1.023797 1.045551 0.947394 1.069515

1.190865 0.888452 1.117518 0.913304 0.595942 1.024249 1.119555 0.973658 1.164378 0.949694

0.962675 0.809459 1.081863 1.286081 1.247912 1.057089 1.094088 1.210638 1.000367 0.773956

0.841449 1.018036 0.776252 0.693188 0.817000 0.840524 0.769121 0.836973 0.834318 1.034900

1.153173 1.019812 1.127705 1.294957 1.372194 1.012711 1.087976 1.148508 1.170491 0.977208

0.982030 1.231939 1.072695 1.037563 1.176603 1.049989 1.125668 1.158272 0.905628 1.339335

0.978974 1.039338 1.020741 1.128982 0.755878 1.157384 1.026853 1.052651 1.040097 0.912416

1.103256 0.832535 0.998330 0.645259 1.048246 0.662123 0.968787 0.678987 1.124649 0.810346

1.031947 1.164485 0.889328 1.158272 1.023797 1.081054 0.896459 1.059752 1.007498 1.302057

1.094088 1.053539 0.825150 1.049989 0.784402 0.770406 0.836356 1.155609 1.046209 0.919517

0.807832 1.010936 1.339595 1.166260 1.105294 1.161822 1.281529 1.144958 0.866917 1.079278

1.015648 0.814784 0.785421 1.042888 1.171509 0.794370 0.892384 1.008273 1.019722 0.748217

1.060471 0.940818 1.277455 1.026912 1.155210 1.190224 1.187809 1.074841 1.027872 1.026912

0.992217 1.163597 1.099181 0.954132 0.922946 0.901766 1.146042 0.931055 1.007498 1.176023

1.060471 1.126319 0.701887 1.123657 0.857749 1.176023 0.733467 1.098805 1.083901 1.039338

1.002404 0.904428 1.191883 0.915967 0.978974 1.048214 1.099181 0.949694 1.003423 0.958570

1.037040 1.046439 1.124649 0.939931 0.851636 1.215076 1.188827 0.930168 1.033984 1.048214

0.891366 1.081054 0.702906 1.057089 1.139930 0.947031 0.720224 1.010936 0.910721 1.052651

0.995274 0.965670 1.181696 0.746442 0.969806 0.938156 1.107331 0.866263 0.965731 0.974546

0.909702 0.797920 1.274398 1.105905 0.786439 1.154721 1.312090 0.965670 0.905628 0.879576

1.048246 1.116556 0.974899 1.017149 1.208183 0.967445 1.006479 1.069515 1.066583 1.091704

1.009535 1.001173 0.906646 1.128982 0.886272 1.053539 0.872010 1.125432 1.005461 0.917742

1.028891 0.997622 0.996292 0.978984 1.168453 0.908866 0.992217 1.018036 0.949432 1.062415

1.012592 0.898215 0.634652 0.988747 1.016666 1.026912 0.661139 0.949694 1.085938 0.917742

0.901553 1.101468 1.032966 1.235490 1.075751 1.045551 0.956563 1.199100 0.876085 1.096142

0.931095 1.008273 1.097144 0.737566 1.109368 1.029575 1.137892 0.848512 1.000367 0.886677

0.864879 1.046439 0.728373 1.227502 0.774215 1.017149 0.771159 1.098805 0.813944 1.153834

1.024816 0.897328 0.973881 1.077503 1.007498 0.813009 0.893403 1.182236 1.064545 0.922179

0.825150 1.108568 1.025835 0.900878 0.948413 1.057089 1.060471 0.876026 0.808851 1.095255

0.947394 0.783719 1.064545 0.857387 0.895441 0.923955 1.064545 0.813897 0.940264 0.661236

1.029910 0.978096 1.221426 1.019812 1.125668 1.240815 1.202070 0.995847 1.035003 1.136970

0.969806 0.906203 0.805795 1.021587 0.928039 1.079278 0.869973 1.088154 0.909702 0.882239

1.056396 0.971883 1.090013 1.033125 1.101219 0.740229 1.039078 1.003835 1.107331 0.963007

0.814963 1.105905 0.924983 1.156497 0.996292 0.944369 0.952488 1.138745 0.752822 1.037563

1.078807 1.029575 0.979993 1.016261 0.777271 1.073953 0.964712 1.091704 1.205127 1.113893

1.025835 1.070403 1.008517 0.975433 1.258099 0.929280 1.001386 0.934605 0.886272 1.051764

0.926002 0.995847 1.072695 0.891115 1.121593 0.982534 1.076770 0.860938 0.975918 0.955907

