0H 0L 1H 1L 2H 2L 3H 3L 4H 4L
1.160304 1.013599 1.243837 1.173360 1.160304 0.753542 1.220407 1.081941 1.105294 0.917742

0.970825 1.072178 0.782364 0.719815 0.908684 1.044663 0.824131 0.855612 0.987124 1.199100

0.930077 0.849399 1.201052 1.089042 0.865898 1.078391 1.135855 0.940818 0.933133 0.828985

0.821075 1.071290 0.937207 0.910641 1.162341 1.017149 0.993236 0.953244 0.841449 1.036675

1.013610 1.045551 1.074732 1.052651 1.209201 0.967445 1.048246 1.073065 1.015648 1.000285

1.110387 0.884014 0.951469 1.028687 0.883216 0.997622 0.966750 1.003835 1.131780 0.950582

1.065564 0.955907 1.200033 1.079278 1.017685 0.681650 1.153173 1.096142 0.992217 0.948806

0.997311 1.023362 0.784402 1.042888 0.986105 1.154721 0.889328 1.041113 1.051302 0.959457

1.061489 1.111231 1.069639 0.923955 0.923964 1.123657 0.988143 0.963007 1.047227 1.140520

0.999348 1.021587 1.058433 1.192887 1.023797 1.074841 1.075751 1.111231 1.046209 1.075728

0.864879 0.870701 0.961656 0.825435 0.842468 1.027800 0.969806 0.886677 0.787458 0.834311

1.099181 0.928392 1.081863 0.877801 1.248931 1.067740 1.076770 0.837861 1.189846 0.899103

0.941282 1.052651 0.764028 1.124544 0.887291 0.876914 0.792552 1.098805 0.814963 1.043776

1.120574 1.001173 0.988143 1.160934 1.317184 1.000285 0.946376 1.247916 1.247912 1.057089

0.735504 0.988747 1.123630 1.004723 0.943320 0.827210 1.123630 0.997622 0.629559 1.010936

1.073714 0.910641 0.726336 0.919517 0.953507 1.303832 0.765047 0.892002 1.153173 0.833423

0.943320 1.066853 1.227538 0.980759 1.009535 0.946144 1.173547 0.973658 0.893403 1.089929

0.942301 1.022474 0.972862 1.078391 1.053340 1.216851 1.025835 1.066853 0.966750 1.040226

1.068620 1.074841 1.099181 0.846737 0.771159 0.848512 1.067602 0.899103 1.069639 1.060640

1.021760 1.153834 0.800701 1.089929 0.951469 1.073953 0.837374 1.021587 1.000367 1.126319

0.941282 1.046439 1.032966 0.890227 0.940264 1.130757 0.986105 0.944369 0.949432 1.022474

1.236706 0.936381 1.149098 1.115669 1.453690 0.851174 1.157247 1.073065 1.261155 0.950582

1.127705 0.799696 0.931095 0.744667 0.753841 1.190224 0.988143 0.805021 1.023797 0.833423

1.044171 1.087266 1.141967 1.089042 1.012592 0.940818 1.088994 1.018036 1.110387 1.121881

0.754859 1.012711 1.181696 1.067740 0.836356 0.934605 1.201052 1.160047 0.754859 0.923955

1.136873 1.002060 0.985087 0.939043 1.063527 0.744667 0.992217 0.932830 1.176603 1.065965

0.954525 0.860050 0.903590 0.987859 0.851636 0.859162 0.904609 0.919517 0.858767 0.851174

0.986105 1.001173 1.105294 0.970108 1.183734 1.136083 1.060471 0.994072 1.061489 1.071290

1.142986 0.967445 1.012592 0.989634 0.795608 1.037563 1.047227 0.994960 1.160304 0.880464

0.900534 0.982534 0.600017 0.890227 1.112425 0.788157 0.613260 0.899990 0.835337 1.018924

0.995274 1.209750 1.118537 0.884902 1.103256 1.001173 1.069639 0.842299 1.067602 1.191999

1.015648 1.024249 1.079826 0.829873 1.064545 1.069515 1.095107 0.827210 0.993236 1.057089

1.057415 0.885789 0.985087 1.093479 1.030928 1.003835 0.989161 1.087266 1.058433 0.823660

0.796626 1.029575 0.811907 0.965670 1.078807 0.946144 0.814963 1.026912 0.732448 1.067740

1.177622 0.953244 1.212257 1.164485 1.115481 1.013599 1.199014 1.125432 1.287642 0.901766

1.085938 0.771294 0.974899 1.145846 0.770140 1.053539 1.004442 1.181348 0.961656 0.830760

1.046209 0.838748 0.965731 0.882239 0.999348 1.124544 0.955544 0.884014 1.153173 0.861825

0.643821 1.287856 1.096125 1.068628 0.846543 0.793483 1.061489 1.007386 0.518520 1.249691

1.007498 1.261229 1.098163 0.887564 1.090013 1.008273 1.129742 0.976321 1.155210 1.243478

1.220407 0.787270 0.985087 1.137858 1.099181 1.009161 0.997311 1.047326 1.120574 0.775731

1.254024 1.011824 0.978974 0.870701 1.041115 0.941706 0.969806 0.931943 1.314128 1.089042

0.781346 1.115669 0.996292 0.950582 1.043153 0.985197 0.993236 0.898215 0.665214 1.047326

1.005461 1.003835 0.973881 0.894665 0.866917 1.037563 0.976937 0.943481 1.127705 1.044663

1.042134 0.973658 1.056396 1.034900 1.115481 0.942593 1.056396 0.995847 0.987124 0.997622

1.278473 1.081054 0.814963 1.055314 0.988143 0.846737 0.847562 1.055314 1.319221 1.031350

1.000367 1.058864 0.965731 0.863600 0.794589 1.208863 0.924983 0.906203 0.922946 0.993185

0.746710 1.015374 1.056396 1.042888 1.212257 0.836086 1.044171 0.975433 0.796626 1.117444

1.152154 0.824547 1.274398 1.284306 0.907665 1.103243 1.273380 1.295844 1.202070 0.765968

0.736523 0.862713 0.906646 0.846737 0.873029 0.913304 0.958600 0.955019 0.639746 0.931943

1.174565 1.053539 1.098163 0.916854 1.155210 1.030462 1.041115 0.838748 1.290698 1.007386

0.970825 1.081054 0.724298 0.906203 0.942301 0.818334 0.753841 0.883127 0.886272 1.107680

1.046209 0.837861 1.053340 1.007386 1.075751 1.036675 1.029910 1.026912 1.099181 0.783719

1.073714 1.059752 1.086957 0.893777 0.864879 0.988747 1.104275 0.905316 1.032966 1.168035

0.885254 0.947031 1.132799 1.228389 1.117518 1.081941 1.131780 1.187561 0.920908 0.820997

0.886272 1.041113 0.975918 0.949694 0.695775 1.047326 0.986105 1.057977 0.859786 1.097917

1.032966 0.890227 0.845524 1.343773 1.253006 0.940818 0.839412 1.227502 1.069639 0.855612

1.077789 1.088154 0.904609 0.594668 0.897478 1.159159 0.890347 0.771294 1.052321 1.203537

1.152154 1.007386 1.050284 1.081054 1.235688 0.856500 1.046209 0.881352 1.171509 0.924842

0.712074 0.939043 0.923964 0.949694 0.861823 1.016261 0.934151 0.994072 0.583717 0.942593

1.107331 1.170698 1.048246 1.173360 1.151135 1.068628 1.035003 1.173360 1.296810 1.159159

1.145023 1.073065 0.983049 1.044663 1.051302 0.894665 0.987124 1.087266 1.030928 1.061527

0.887291 0.822772 1.291716 1.048214 1.056396 0.993185 1.286623 1.012711 0.938226 0.862713

0.876085 1.031350 0.849599 1.049101 1.000367 0.880464 0.900534 1.051764 0.857749 1.041113

0.918871 1.006498 0.899515 0.956795 1.119555 1.016261 0.831262 0.981646 0.953507 0.944369

1.103256 1.105905 0.993236 1.022474 0.860805 0.839636 1.016666 1.015374 1.070658 1.213301

1.016666 0.749104 1.151135 0.831648 1.258099 1.106793 1.166416 0.846737 1.010554 0.675437

0.818019 0.985197 0.700868 1.061527 0.738560 0.903541 0.753841 1.009161 0.800701 1.014486

1.175584 1.172473 1.226519 0.883127 0.965731 1.160934 1.149098 0.945256 1.225501 1.117444

0.948413 1.093479 0.965731 1.173360 1.075751 0.836973 1.010554 1.092592 0.911740 1.186674

1.197996 0.994960 1.154191 1.081054 0.976937 1.026025 1.116499 1.126319 1.238744 0.888452

1.083901 0.845849 0.895441 0.690525 0.801720 1.062415 0.938226 0.751767 0.996292 0.838748

0.982030 1.025137 1.117518 0.999398 1.175584 0.964783 1.083901 0.909754 1.022779 1.097917

0.830244 0.965670 1.001386 1.105905 1.057415 1.071290 1.022779 1.121881 0.896459 0.977208

1.116499 1.150284 0.898497 1.017149 0.967769 0.736679 0.897478 1.052651 1.100200 1.146733

0.930077 0.922179 0.986105 1.018036 0.913777 1.193774 0.969806 0.983421 0.904609 0.804133

0.910721 1.203537 1.027872 1.007386 1.142986 0.998510 1.035003 1.020699 0.862842 1.340222

0.981012 0.644372 1.133817 0.776619 1.184752 1.026025 1.127705 0.819222 1.069639 0.530764

1.209201 0.939931 0.761990 1.191112 0.882197 0.919517 0.787458 1.109456 1.156229 1.067740

0.940264 1.006498 1.182715 0.723365 1.001386 0.920404 1.144004 0.835198 0.950451 0.912416

0.912759 1.166260 0.753841 1.149396 0.760972 0.968333 0.788477 1.046439 0.885254 1.164485

1.038059 0.822772 1.090013 1.067740 1.226519 0.864488 1.056396 1.127207 1.045190 0.801471

1.057415 1.058864 0.746710 1.042001 0.719205 0.903541 0.779308 1.043776 1.047227 1.188449

1.049265 0.855612 1.270324 0.885789 0.982030 0.933718 1.216332 0.904428 1.072695 0.663898

0.932114 1.173360 1.105294 1.125432 1.220407 1.285193 1.179659 1.053539 0.902572 1.342885

0.944338 1.130757 1.093069 1.268330 0.685588 1.037563 1.070658 1.297619 0.971843 0.990522

1.094088 0.784607 0.860805 0.827210 1.227538 0.918629 0.849599 0.909754 1.088994 0.830760

1.008517 0.972771 1.027872 0.892890 1.020741 0.850287 1.009535 0.820110 0.986105 1.032237

0.908684 1.065077 1.017685 1.047326 1.086957 0.944369 1.041115 0.990522 0.937207 1.014486

1.132799 1.028687 1.255043 0.756205 1.052321 0.970108 1.246893 0.927505 1.145023 1.006498

0.926002 1.004723 0.884235 1.033125 1.087976 1.032237 0.906646 0.877801 0.837374 1.055314

0.988143 0.915967 1.088994 0.975433 1.033984 1.139633 1.068620 1.011824 1.105294 0.884902

1.075751 0.890227 1.030928 0.929280 0.878123 0.860938 1.052321 0.947919 1.028891 0.922179

1.166416 1.025137 0.788477 0.926617 0.913777 1.179573 0.810888 0.914191 1.188827 1.033125

0.837374 1.069515 1.165397 0.971883 1.092050 0.887564 1.098163 0.949694 0.776252 1.020699

0.979993 0.833423 1.086957 1.038450 0.911740 0.916854 1.144004 1.044663 1.065564 0.881352

0.969806 0.980759 0.863861 1.226614 1.085938 1.123657 0.843487 1.191112 0.945357 1.035788

1.028891 1.141408 0.927020 0.785495 1.119555 0.963007 0.921927 0.923067 1.001386 1.066853

0.889328 0.944369 0.869973 1.231939 0.859786 0.768631 0.854692 1.057977 0.880160 0.857387

1.083901 0.928392 1.175584 0.855612 1.062508 1.058864 1.157247 1.007386 1.106312 1.092592

0.900534 0.875139 1.319221 0.994072 0.875067 1.010048 1.344689 0.895553 0.924983 0.822772

1.096125 0.971883 0.958600 0.959457 1.316165 1.061527 0.997311 0.970108 1.081863 0.978096

0.905628 1.079278 1.008517 0.961232 0.922946 1.115669 0.974899 0.994960 0.844505 1.084604

1.008517 0.887564 1.097144 1.040226 0.873029 0.939931 1.081863 1.012711 1.048246 0.873363

1.081863 0.962120 1.009535 0.999398 0.971843 0.834311 1.028891 1.004723 1.161322 0.960345

1.032966 0.885789 0.907665 1.071290 0.975918 0.978984 0.906646 1.080166 0.905628 0.852062

0.961656 1.160047 1.182715 0.853837 1.046209 0.960345 1.144004 0.893777 1.009535 1.144071

0.919889 0.881352 0.941282 0.923955 0.943320 1.000285 1.015648 0.861825 0.885254 0.918629

1.024816 1.123657 1.194940 1.124544 1.077789 0.860938 1.147060 1.116556 1.093069 1.186674

1.232632 0.927505 0.962675 1.082829 0.941282 1.186674 0.978974 1.144071 1.164378 0.783719

0.829225 1.160934 0.996292 0.896440 1.164378 0.820997 0.982030 0.883127 0.836356 1.238152

0.931095 0.895553 1.007498 1.068628 0.637709 0.855612 1.011573 1.029575 0.956563 0.888452

1.060471 0.915079 1.007498 1.045551 1.105294 1.106793 1.004442 1.046439 1.081863 0.950582

0.930077 1.002948 0.940264 0.967445 1.174565 0.907978 0.928039 1.029575 0.891366 0.972771

1.126686 1.060640 1.027872 0.939043 1.090013 1.070403 1.036022 0.917742 1.191883 1.073953

0.970825 0.943481 1.139930 0.894665 1.003423 0.964783 1.112425 0.877801 0.880160 0.940818

0.959619 0.811234 0.860805 1.088154 1.185771 1.028687 0.917852 1.032237 1.040097 0.786382

1.022779 1.047326 1.120574 0.918629 0.811907 1.002948 1.045190 1.025137 0.995274 1.107680

1.041115 1.030462 0.887291 0.898215 0.961656 0.952357 0.921927 0.786382 1.035003 1.016261

1.005461 1.001173 0.913777 1.148508 1.055377 1.002060 0.873029 1.143183 1.043153 0.992297

1.130761 1.106793 0.846543 1.016261 1.102237 1.026025 0.878123 1.084604 1.165397 1.127207

0.979993 0.889340 1.285604 0.996735 0.939245 1.026025 1.280511 1.147621 0.921927 0.849399

0.876085 1.044663 0.883216 0.847624 1.123630 1.121881 0.948413 0.114496 0.880160 1.083716

0.918871 0.910641 1.018704 0.900878 0.809869 1.089929 0.953507 1.274543 0.946376 0.887564

1.174565 1.093479 0.832281 1.033125 1.047227 0.636384 0.854692 1.160047 1.149098 1.102355

0.849599 0.855612 0.924983 1.096142 0.938226 1.000285 0.912759 1.157384 0.792552 0.866263

1.199014 0.967445 1.060471 1.082829 1.156229 1.057977 1.049265 1.072178 1.301903 0.979871

0.953507 1.055314 0.956563 0.857387 0.981012 0.941706 0.973881 0.863600 0.869973 1.042888

1.161322 0.986084 0.979993 1.193774 1.068620 1.073065 0.972862 1.139633 1.193921 0.905316

0.950451 1.063302 0.928039 1.073953 0.619372 1.049101 0.964712 1.156497 0.922946 1.204425

0.973881 0.947031 1.299866 0.882239 1.182715 0.994960 1.263193 0.875139 0.969806 0.852062

0.958600 1.031350 1.005461 0.998510 1.230594 1.186674 1.058433 0.939043 0.969806 1.019812

1.060471 0.979871 0.881179 1.081054 0.814963 0.852949 0.848580 1.111231 1.057415 0.970108

1.014629 0.867150 0.820057 0.960345 1.181696 0.816559 0.805795 1.008273 1.047227 0.960345

0.913777 1.100580 0.922946 0.895553 0.723280 0.929280 0.913777 0.851174 0.877104 1.071290

1.033984 0.997622 1.167435 1.134307 1.036022 1.084604 1.146042 1.119219 1.072695 0.876026

0.968787 1.081054 0.716149 0.874251 1.015648 0.926617 0.780327 0.975433 0.929058 1.207088

1.153173 1.034900 1.209201 1.169810 0.894422 0.902653 1.159285 1.049101 1.183734 1.022474

0.711055 0.945256 1.132799 0.883127 0.964712 0.887564 1.167435 0.948806 0.680494 0.877801

1.056396 1.034013 1.130761 0.995847 1.187809 1.001173 1.133817 0.961232 1.096125 1.048214

0.963694 1.163597 0.993236 1.203537 0.681513 1.118331 0.985087 1.184899 0.959619 1.196437

1.049265 0.832535 0.848580 0.899103 1.047227 0.999398 0.865898 0.994960 1.036022 0.826323

0.902572 0.877801 1.038059 0.984309 1.135855 0.734903 1.017685 0.900878 0.914796 0.903541

1.105294 0.903541 0.813944 0.647922 0.896459 1.139633 0.841449 0.706501 1.113443 0.905316

0.895441 1.059752 1.085938 1.061527 1.016666 0.962120 1.035003 0.986084 0.857749 1.013599

1.192902 1.011824 0.774215 0.898215 1.081863 1.017149 0.823113 0.989634 1.211239 0.977208

1.070658 1.129870 0.994255 0.929280 0.867936 0.686975 0.950451 0.860938 1.044171 1.220401

1.044171 1.071290 1.038059 0.922179 1.176603 1.207975 1.052321 0.934605 1.075751 0.966558

1.092050 1.085491 0.956563 0.960345 0.891366 0.938156 0.981012 0.964783 1.109368 1.144071

0.918871 1.093479 0.941282 1.073953 1.082882 1.065965 0.948413 1.048214 0.845524 1.021587

1.183734 0.734016 1.072695 1.146733 0.954525 0.979871 1.038059 1.180461 1.256062 0.812121

0.771159 1.018036 0.912759 0.895553 1.081863 0.868926 0.946376 0.992297 0.620391 1.098805

0.967769 1.028687 1.332465 1.088154 1.120574 0.961232 1.299866 0.939043 1.123630 0.932830

1.150117 1.054427 0.865898 0.869813 0.848580 0.934605 0.953507 0.966558 1.095107 1.000285

0.950451 1.059752 1.014629 1.052651 1.031947 1.047326 0.931095 0.970996 0.938226 1.154721

1.168453 0.981646 0.821075 0.912416 0.826169 0.943481 0.831262 0.955019 1.245875 0.964783

0.685588 1.089929 1.270324 1.118331 0.995274 0.949694 1.238744 1.105905 0.570474 1.101468

1.035003 0.980759 1.002404 1.089929 1.194940 1.026912 1.066583 1.125432 1.137892 0.873363

1.227538 0.828985 1.104275 1.057977 1.184752 1.141408 1.067602 1.034013 1.214295 0.922179

1.013610 1.036675 0.906646 0.850287 0.728373 0.918629 0.914796 0.852062 0.970825 1.103243

1.025835 1.001173 0.905628 1.004723 1.235688 0.954132 0.897478 0.947919 1.055377 0.883127

0.926002 1.048214 0.821075 1.106793 0.856730 0.882239 0.831262 1.158272 0.874048 1.047326

0.935170 0.923067 1.171509 0.977208 1.071676 1.042001 1.127705 1.006498 1.005461 0.985197

0.888310 0.986084 0.917852 0.981646 0.856730 0.997622 0.979993 0.940818 0.856730 1.017149

1.172528 0.997622 0.878123 0.963895 1.021760 0.930168 0.860805 0.950582 1.196977 0.915967

0.963694 1.092592 1.202070 0.914191 0.881179 1.017149 1.171509 0.967445 0.938226 1.101468

1.048246 0.840524 1.173547 1.084604 1.092050 1.045551 1.214295 1.026912 1.095107 0.881352

0.912759 1.028687 0.897478 1.137858 0.943320 1.007386 0.896459 1.152059 0.882197 1.079278

0.944338 1.004723 0.823113 0.971883 0.949432 0.937268 0.808851 1.002948 0.932114 0.878689

1.031947 1.091704 1.222445 0.844074 1.015648 0.932830 1.191883 0.829873 1.061489 1.099692

0.982030 0.946144 0.914796 1.073065 1.041115 0.955907 0.971843 1.042888 0.906646 1.043776

1.055377 0.904428 1.150117 1.140520 1.072695 0.985197 1.109368 1.149396 1.145023 0.880464
1.150117 1.004723 1.155210 0.634609 0.899515 0.811234 1.173547 0.749104 1.083901 0.954132

1.156229 1.013599 0.923964 1.097030 1.169472 1.130757 0.957582 0.934605 1.174565 0.986972

1.017685 0.891115 0.725317 1.152059 0.794589 0.958570 0.702906 1.201762 0.990180 0.946144

0.983049 0.900878 1.154191 0.828098 1.329408 1.085491 1.077789 0.904428 1.022779 0.912416

0.822094 0.922179 1.037040 0.833423 0.743654 0.889340 1.100200 0.734903 0.765047 0.952357

1.033984 1.150284 1.014629 1.049101 1.344689 1.026025 1.000367 1.054427 1.123630 1.076616

1.268286 1.055314 0.995274 1.092592 0.930077 1.239928 0.976937 1.141408 1.253006 1.069515

1.046209 0.937268 0.903590 0.781944 1.028891 0.793483 0.933133 0.827210 1.009535 0.915967

0.880160 0.995847 0.684569 1.124544 0.805795 1.072178 0.677438 0.981646 0.882197 1.061527

0.905628 0.872476 1.059452 0.942593 1.020741 1.063302 1.027872 1.047326 0.962675 0.854725

1.102237 1.005611 1.293754 1.154721 1.030928 0.890227 1.302922 1.061527 1.094088 1.053539

0.959619 1.014486 1.025835 0.998510 1.001386 0.901766 1.051302 1.055314 0.940264 0.933718

0.950451 0.906203 1.149098 0.769518 0.827187 1.067740 1.119555 0.789045 0.929058 0.963007

1.118537 0.961232 0.710037 1.195549 1.013610 1.048214 0.739579 1.097030 1.194940 1.000285

1.069639 0.920404 0.818019 0.882239 1.033984 0.876914 0.806813 1.018924 0.973881 0.878689

0.860805 1.082829 1.086957 1.010936 1.099181 0.963007 1.022779 0.952357 0.924983 1.042001

1.251987 1.027800 1.036022 0.930168 0.680494 0.994072 1.109368 0.915967 1.255043 1.049989

0.838393 0.936381 1.093069 0.949694 1.253006 0.892002 1.090013 0.955907 0.745691 0.944369

1.022779 1.083716 0.851636 0.995847 0.984068 1.042001 0.852655 0.997622 1.100200 1.071290

1.031947 0.993185 1.080845 1.004723 1.165397 1.132532 1.044171 1.004723 1.016666 0.899990

1.188827 0.843186 0.889328 0.970108 0.902572 0.732241 0.945357 0.959457 1.193921 0.987859

1.114462 0.999398 0.936189 1.026912 0.937207 1.093479 0.896459 1.021587 1.091032 1.002948

1.079826 0.956795 1.065564 0.970996 0.929058 1.141408 1.059452 0.987859 1.062508 0.872476

0.850618 1.088154 0.954525 0.766856 1.052321 0.669224 0.984068 0.811234 0.891366 1.093479

1.004442 0.939931 1.096125 1.042888 1.030928 1.256791 1.104275 0.955907 0.985087 0.980759

1.127705 1.020699 0.987124 1.040226 0.907665 0.743779 0.977956 1.068628 1.136873 1.054427

0.691700 1.016261 0.805795 0.893777 0.959619 0.910641 0.815982 0.922179 0.674382 0.909754

0.838393 1.071290 1.067602 0.913304 0.834318 1.078391 1.038059 0.901766 0.878123 1.072178

1.024816 1.037563 1.025835 1.049101 1.276436 1.082829 1.054358 1.040226 1.077789 1.140520

1.164378 0.908866 0.913777 1.113893 0.967769 0.855612 0.922946 1.133420 1.095107 0.797033

0.992217 0.939043 1.206145 0.932830 1.051302 0.950582 1.169472 0.948806 0.998330 0.994072

1.051302 1.115669 1.111406 0.944369 0.875067 0.957682 1.137892 0.931055 1.035003 1.106793

1.147060 1.010048 1.014629 0.941706 1.145023 1.358861 1.035003 0.924842 1.192902 1.032237

1.042134 0.959457 0.923964 0.980759 0.899515 0.763305 0.909702 0.985197 0.975918 0.942593

0.881179 1.046439 0.884235 0.978096 0.805795 0.848512 0.852655 0.957682 0.941282 1.038450
0.932114 1.020699 1.031947 0.904428 1.159285 1.105018 1.038059 0.932830 0.873029 0.981646

1.109368 0.850287 1.101219 0.768631 0.866917 1.157384 1.108350 0.792595 1.199014 0.847624

0.991199 1.111231 0.942301 1.186674 1.026853 0.991410 0.971843 1.128094 0.873029 1.205313
0.986105 0.909754 1.281529 0.967445 1.296810 0.781944 1.242819 1.041113 1.063527 0.804133

1.180678 1.113006 0.812926 1.127207 0.686606 0.844074 0.887291 1.091704 1.165397 1.198212

0.913777 1.014486 1.207164 0.840524 1.268286 1.044663 1.136873 0.874251 0.854692 0.952357

1.067602 1.031350 1.218370 1.064190 1.040097 0.773956 1.237725 1.002060 1.126686 1.050876

0.957582 1.102355 0.759953 0.905316 0.703924 1.094367 0.805795 0.949694 0.949432 1.135195

1.018704 0.981646 0.880160 1.083716 0.907665 0.960345 0.821075 1.055314 0.933133 0.913304

1.013610 0.976321 0.605110 1.111231 1.188827 1.113893 0.626503 1.136970 1.103256 1.002060

1.197996 1.010936 1.153173 0.761530 1.129742 1.103243 1.100200 0.846737 1.163360 1.073065

1.203089 1.050876 1.226519 1.245253 1.082882 1.145846 1.275417 1.055314 1.255043 1.054427

0.880160 0.960345 1.122612 0.819222 1.055377 0.561828 1.122612 0.995847 0.776252 0.919517

0.885254 0.961232 1.124649 0.791708 1.041115 1.068628 1.080845 0.710939 0.987124 0.964783

0.958600 1.008273 0.905628 1.102355 0.820057 1.040226 0.948413 1.055314 0.947394 1.042888

1.098163 0.982534 1.028891 1.109456 1.042134 0.962120 0.994255 1.154721 1.088994 1.039338

0.966750 0.970996 1.189846 0.986972 1.073714 0.949694 1.167435 1.005611 0.905628 0.858275

1.085938 1.032237 0.895441 1.030462 0.643821 1.025137 0.921927 0.984309 1.192902 1.003835

1.165397 0.981646 1.068620 0.833423 0.922946 1.024249 1.062508 0.893777 1.086957 1.064190

0.999348 0.976321 1.022779 1.247028 1.167435 1.026025 1.026853 1.170698 0.994255 1.006498

0.918871 1.041113 1.103256 1.223064 1.373213 1.049989 1.087976 1.259454 0.951469 0.989634

0.916833 1.060640 0.854692 0.764193 0.889328 0.939931 0.888310 0.820110 0.950451 1.015374

0.837374 1.066853 0.961656 0.902653 0.888310 1.100580 0.937207 0.811234 0.825150 1.144958

1.243837 0.644372 1.007498 0.982534 1.030928 0.958570 1.013610 0.958570 1.260137 0.618632

0.926002 1.168922 1.111406 1.059752 0.898497 0.924842 1.117518 1.111231 0.836356 1.202650

1.085938 0.890227 0.954525 0.872476 1.088994 0.882239 0.960638 0.905316 1.108350 0.749104

0.785421 1.005611 1.001386 0.850287 0.806813 1.124544 0.983049 0.818334 0.831262 1.128094

1.233650 0.754430 0.780327 0.972771 1.129742 0.899103 0.787458 0.963007 1.236706 0.762418

1.096125 1.089929 1.195958 1.229277 0.865898 1.056202 1.144004 1.189336 1.030928 1.130757

1.006479 0.988747 0.810888 0.879576 1.278473 0.808571 0.896459 0.971883 1.022779 0.881352

0.905628 1.030462 1.107331 1.103243 0.581680 0.921292 1.056396 1.033125 0.936189 1.092592

0.953507 0.771294 0.790514 0.973658 1.179659 0.946144 0.844505 1.004723 0.954525 0.746442

1.160304 1.079278 0.977956 1.012711 0.675401 0.950582 0.935170 1.006498 1.174565 1.124544

0.975918 1.168922 0.963694 0.944369 1.052321 1.122769 0.993236 0.927505 0.916833 1.062415

0.955544 1.049989 1.073714 0.899990 0.908684 0.826323 1.059452 0.940818 0.986105 1.071290

0.924983 0.811234 0.984068 0.951469 0.955544 0.776619 1.006479 0.915967 0.932114 0.811234

1.112425 0.800583 1.191883 1.077503 1.076770 1.016261 1.161322 1.083716 1.166416 0.864488

0.981012 1.025137 0.665214 0.812121 1.056396 0.814784 0.687625 0.867150 0.891366 1.051764

1.019722 0.891115 1.032966 1.112118 1.067602 1.215963 1.009535 1.049101 1.083901 0.807684

0.920908 1.124544 0.648914 1.022474 0.967769 0.957682 0.650952 1.071290 0.893403 1.150284

1.119555 1.000285 1.319221 1.029575 0.977956 1.097917 1.290698 1.024249 1.188827 0.966558

1.109368 1.061527 1.051302 1.003835 1.053340 0.693188 1.120574 0.968333 1.006479 1.156497

1.002404 1.126319 0.820057 1.168035 1.003423 1.144071 0.820057 1.153834 1.053340 1.072178

0.905628 0.913304 1.227538 1.001173 1.017685 1.012711 1.176603 1.064190 0.886272 0.805909

1.127705 0.912416 0.844505 0.954132 0.976937 1.009161 0.923964 0.934605 1.144004 1.018036

1.020741 0.978096 1.103256 0.773956 1.033984 0.912416 1.038059 0.755317 0.923964 1.048214

0.948413 0.924842 0.901553 1.086379 1.083901 0.970996 0.938226 1.046439 1.056396 0.819222

0.892384 0.979871 0.999348 0.928392 0.771159 0.956795 0.943320 1.014486 0.870992 1.010936

1.031947 1.160934 1.108350 1.165372 1.135855 1.031350 1.126686 1.111231 1.054358 1.204425

1.164378 0.851174 0.709018 1.029575 0.846543 0.939043 0.716149 1.057089 1.119555 0.801471

0.955544 0.943481 1.292735 1.007386 1.134836 1.263892 1.254024 0.978984 0.949432 0.967445

0.880160 1.108568 0.933133 0.819222 0.898497 0.974546 1.011573 0.844074 0.932114 1.062415

1.081863 1.066853 1.121593 0.976321 1.356913 0.980759 1.082882 0.958570 1.091032 1.046439

0.960638 0.818334 0.994255 1.218626 0.786439 1.011824 0.982030 1.215963 0.912759 0.907978

1.064545 1.078391 1.191883 0.955019 1.119555 1.018036 1.200033 0.999398 1.081863 1.060640

0.835337 0.847624 0.888310 0.715377 0.898497 0.821885 0.909702 0.705614 0.838393 0.748217

1.042134 0.986972 1.002404 1.143183 1.055377 1.053539 0.984068 1.079278 1.100200 1.077503

0.979993 0.939931 0.934151 1.184011 1.037040 1.022474 0.928039 1.252353 0.920908 0.995847

1.088994 1.183123 1.042134 0.887564 1.067602 0.996735 1.042134 0.907091 1.080845 1.137858

1.112425 0.860938 0.648914 1.003835 0.808851 1.006498 0.678457 0.936381 1.154191 0.718927

1.011573 1.000285 1.173547 0.796145 1.076770 0.878689 1.115481 0.843186 0.946376 1.159159

0.789495 0.813009 1.011573 1.173360 1.118537 0.942593 1.070658 1.092592 0.800701 0.781057

1.081863 0.989634 1.046209 1.052651 1.135855 1.002060 1.030928 1.124544 1.137892 1.002948

1.131780 1.118331 0.949432 0.838748 0.691700 1.000285 0.945357 0.847624 1.095107 1.073953

0.990180 0.957682 1.111406 0.944369 0.827187 1.263892 1.126686 0.876026 0.934151 0.939931

1.068620 1.024249 0.993236 1.210638 1.118537 0.792595 0.987124 1.241703 1.120574 1.081054

1.040097 0.950582 1.010554 0.916854 0.864879 1.033125 1.001386 0.993185 0.966750 0.909754

0.972862 0.983421 0.768103 1.149396 1.123630 0.712714 0.783383 1.072178 1.055377 0.980759
